Rented_Bike_Count,Hour,Temperature°C,Humidity%,Wind_speed_m_s,Visibility_10m,Rainfallmm,Snowfall_cm,Seasons,Holiday,year,month,weekday
1273,16,24.4,74,0.6,1996,0.0,0.0,2,0,2018,9,5
316,7,27.4,61,0.6,2000,0.0,0.0,1,0,2018,8,6
983,0,21.1,64,1.5,2000,0.0,0.0,2,0,2018,9,2
1289,7,20.1,97,1.9,443,0.0,0.0,2,0,2018,9,1
1529,19,9.8,45,1.3,1882,0.0,0.0,2,0,2018,11,1
323,1,7.9,86,2.1,2000,0.0,0.0,0,0,2018,5,3
439,8,17.0,69,1.2,2000,0.0,0.0,2,1,2018,9,6
929,0,28.9,75,1.6,1946,0.0,0.0,1,0,2018,8,3
1440,20,11.8,53,1.5,2000,0.0,0.0,2,0,2018,10,4
264,4,17.0,59,0.0,2000,0.0,0.0,2,0,2018,9,6
1177,15,30.5,34,2.8,1590,0.0,0.0,1,0,2018,6,0
2330,17,25.6,58,3.3,865,0.0,0.0,1,0,2018,6,6
26,0,21.4,97,0.6,680,2.5,0.0,1,0,2018,7,0
1986,18,22.2,11,3.0,2000,0.0,0.0,0,0,2018,4,5
245,2,19.0,80,1.6,346,0.0,0.0,0,0,2018,5,2
792,2,20.1,65,1.0,1435,0.0,0.0,1,1,2018,6,2
37,6,22.5,83,0.8,537,0.4,0.0,1,0,2018,6,1
293,8,5.9,58,1.8,861,0.0,0.0,0,0,2018,3,6
1248,11,20.3,46,1.6,1409,0.0,0.0,2,1,2018,10,2
184,6,12.3,67,0.5,483,0.0,0.0,0,0,2018,4,5
1828,22,26.1,76,1.2,1867,0.0,0.0,1,0,2018,8,1
580,2,21.7,78,1.0,2000,0.0,0.0,2,0,2018,9,5
62,4,-5.1,60,0.7,1377,0.0,0.0,3,0,2018,1,6
735,15,35.8,47,2.2,1029,0.0,0.0,1,0,2018,7,1
231,4,24.0,87,0.9,582,0.0,0.0,1,0,2018,7,3
258,3,22.6,89,0.6,578,0.2,0.0,2,0,2018,9,6
700,12,6.9,59,0.9,669,0.0,2.2,2,0,2018,11,6
45,5,-13.0,53,0.7,1810,0.0,0.0,3,0,2018,2,2
1187,12,23.2,64,3.0,1305,0.0,0.0,0,0,2018,5,2
589,8,14.6,71,1.0,1896,0.0,0.0,2,0,2018,10,6
235,5,20.3,87,1.0,251,0.0,0.0,1,0,2018,6,6
692,0,13.1,47,0.3,1877,0.0,0.0,0,0,2018,4,3
120,2,-10.4,53,1.8,1949,0.0,0.0,3,0,2017,12,2
987,14,29.3,41,1.9,1928,0.0,0.0,1,0,2018,8,4
1057,23,13.4,69,3.7,2000,0.0,0.0,2,0,2018,10,0
371,8,2.6,53,0.7,1548,0.0,0.0,2,0,2018,11,6
722,10,28.9,61,1.5,941,0.0,0.0,1,0,2018,7,2
772,14,11.0,36,1.8,1973,0.0,0.0,0,0,2018,3,4
240,13,2.2,18,3.4,1942,0.0,0.0,3,1,2018,2,3
652,2,22.4,84,0.6,667,0.0,0.0,1,0,2018,6,3
716,10,15.2,88,2.2,1090,0.0,0.0,0,0,2018,5,6
754,8,-0.2,96,0.8,173,0.0,0.8,3,0,2017,12,3
113,20,-7.0,30,2.8,2000,0.0,0.0,3,0,2018,1,6
795,18,0.7,46,2.7,1558,0.0,0.0,3,0,2017,12,3
85,2,-2.1,69,1.0,1995,0.0,0.0,3,0,2017,12,1
262,9,-8.4,28,2.2,1947,0.0,0.0,3,0,2018,2,0
452,6,10.0,72,0.8,1217,0.0,0.0,0,0,2018,4,3
1457,21,13.3,56,1.1,2000,0.0,0.0,2,0,2018,10,4
619,8,19.0,65,2.0,2000,0.0,0.0,1,0,2018,6,6
1656,20,20.6,72,1.3,587,0.0,0.0,0,1,2018,5,1
1391,7,22.7,81,0.4,866,0.0,0.0,1,0,2018,6,3
777,14,9.2,52,1.3,765,0.0,1.3,2,0,2018,11,6
937,10,23.7,56,1.6,1074,0.0,0.0,1,0,2018,6,1
838,14,11.3,39,3.7,2000,0.0,0.0,2,0,2018,10,0
206,4,21.4,63,1.5,2000,0.0,0.0,1,0,2018,7,0
976,14,27.8,76,3.1,1517,0.0,0.0,1,0,2018,7,3
567,21,10.4,96,2.7,499,0.0,0.0,0,0,2018,3,3
563,14,7.6,76,1.2,422,0.0,0.0,3,0,2017,12,6
1122,14,18.7,39,1.3,2000,0.0,0.0,2,0,2018,10,3
1086,12,28.9,46,1.6,1966,0.0,0.0,2,0,2018,9,5
499,19,3.5,60,2.7,936,0.0,0.0,3,0,2018,2,3
290,6,14.6,81,1.0,2000,0.0,0.0,2,0,2018,9,5
3069,18,21.6,48,2.5,1884,0.0,0.0,0,0,2018,5,0
1174,8,1.1,79,1.7,1480,0.0,0.0,0,0,2018,3,3
731,13,6.5,18,2.2,1984,0.0,0.0,2,0,2018,11,4
39,4,10.3,72,1.0,2000,0.8,0.0,0,0,2018,4,5
427,7,7.0,82,0.5,867,0.0,0.0,2,0,2018,10,5
1910,8,4.7,68,0.5,1032,0.0,0.0,2,0,2018,11,1
306,22,-3.6,46,1.3,1689,0.0,0.0,3,0,2018,1,3
1049,16,21.7,41,3.2,2000,0.0,0.0,0,0,2018,3,2
345,21,-1.6,52,2.2,2000,0.0,0.0,3,0,2018,2,2
107,3,6.4,67,1.4,1668,0.0,0.0,0,0,2018,4,0
1040,14,14.9,31,2.5,1872,0.0,0.0,2,0,2018,11,3
383,9,-1.9,51,0.9,1654,0.0,0.0,3,0,2018,2,3
965,13,28.7,46,2.6,1815,0.0,0.0,1,0,2018,8,4
589,10,26.1,81,1.5,860,0.0,0.0,1,0,2018,8,3
470,0,-0.3,41,3.1,2000,0.0,0.0,2,0,2018,11,4
163,5,16.9,73,1.6,1275,0.0,0.0,0,0,2018,4,1
352,16,6.6,42,3.0,355,0.0,0.0,3,0,2018,1,5
1429,16,27.1,47,4.3,2000,0.0,0.0,2,0,2018,9,1
673,13,34.4,48,2.1,1921,0.0,0.0,1,0,2018,8,2
1024,11,23.9,59,2.1,2000,0.0,0.0,1,0,2018,7,4
310,23,5.3,53,1.5,582,0.0,0.0,3,0,2018,2,1
92,23,-2.5,31,1.4,1996,0.0,0.0,3,1,2018,2,3
194,1,2.8,46,2.0,1709,0.0,0.0,0,0,2018,3,2
427,6,9.9,66,1.5,931,0.0,0.0,0,0,2018,4,4
2475,19,27.2,48,1.4,1994,0.0,0.0,1,0,2018,6,5
1521,18,16.8,60,3.1,580,0.0,0.0,0,0,2018,3,1
381,6,24.9,76,0.0,1473,0.0,0.0,1,0,2018,7,5
655,22,4.4,43,1.1,2000,0.0,0.0,2,0,2018,11,5
116,3,5.3,55,1.7,488,0.0,0.0,3,0,2018,2,2
745,11,9.8,51,0.5,781,0.0,0.0,2,0,2018,11,0
1708,18,9.5,56,0.5,628,0.0,0.0,2,0,2018,11,0
1879,22,26.7,82,1.3,1725,0.0,0.0,1,0,2018,7,4
953,0,30.0,61,1.7,1794,0.0,0.0,1,0,2018,8,5
264,11,-4.4,40,0.8,1671,0.0,0.0,3,0,2018,1,3
1936,21,27.3,78,1.2,1606,0.0,0.0,1,0,2018,7,2
1052,12,15.5,33,2.5,1893,0.0,0.0,0,0,2018,4,0
44,11,-2.9,85,1.2,243,0.0,4.8,3,0,2017,12,0
813,17,13.9,94,2.6,303,0.0,0.0,0,0,2018,5,2
1298,21,13.3,47,1.9,1805,0.0,0.0,0,0,2018,5,4
1804,19,12.9,50,1.4,2000,0.0,0.0,2,0,2018,10,4
818,16,33.3,46,3.1,1914,0.0,0.0,1,0,2018,7,0
17,20,21.3,97,2.8,388,12.5,0.0,0,0,2018,5,3
267,4,23.5,80,0.4,924,0.0,0.0,1,0,2018,7,3
833,19,7.1,30,2.7,2000,0.0,0.0,0,0,2018,3,1
381,2,23.4,79,0.4,1045,0.0,0.0,1,0,2018,8,4
192,3,10.8,59,0.5,2000,0.0,0.0,2,0,2018,10,0
776,12,9.2,47,2.5,1910,0.0,0.0,2,0,2018,11,6
30,7,1.2,87,1.9,77,0.0,1.3,2,0,2018,11,5
1128,15,12.0,37,0.8,879,0.0,0.0,0,0,2018,3,6
43,3,16.2,94,1.7,400,1.5,0.0,0,0,2018,5,6
761,9,14.6,62,1.2,1768,0.0,0.0,0,0,2018,3,2
240,0,1.6,39,2.3,2000,0.0,0.0,0,0,2018,3,2
2415,18,14.5,71,2.1,1235,0.0,0.0,2,0,2018,10,1
153,5,4.8,75,0.7,1471,0.0,0.0,2,0,2018,11,4
183,12,-1.3,17,1.5,1998,0.0,0.0,3,1,2018,2,5
1079,20,15.6,64,2.7,686,0.0,0.0,0,0,2018,3,3
657,6,28.1,75,1.8,1092,0.0,0.0,1,0,2018,7,2
646,15,33.6,58,3.6,1448,0.0,0.0,1,0,2018,8,0
548,23,2.1,32,1.5,1998,0.0,0.0,2,0,2018,11,4
1146,21,21.2,88,1.7,373,0.0,0.0,2,0,2018,9,6
847,13,31.6,46,2.7,1864,0.0,0.0,1,0,2018,8,0
1049,9,24.1,69,0.9,1662,0.0,0.0,1,0,2018,8,4
254,20,-9.3,49,3.8,2000,0.0,0.0,3,0,2017,12,0
237,9,-12.0,50,1.3,1523,0.0,0.0,3,0,2018,2,2
355,6,26.5,69,0.8,2000,0.0,0.0,1,0,2018,8,5
388,6,16.8,74,1.2,1265,0.0,0.0,0,0,2018,4,1
948,21,13.7,73,1.8,658,0.0,0.0,0,0,2018,3,4
182,5,15.7,0,0.6,1610,0.0,0.0,0,1,2018,5,1
255,4,15.1,90,1.2,850,0.0,0.0,2,0,2018,10,6
887,11,27.5,70,2.4,1719,0.0,0.0,1,0,2018,7,4
1456,23,20.1,73,1.9,771,0.0,0.0,1,0,2018,6,1
565,14,37.4,34,2.3,1860,0.0,0.0,1,0,2018,7,6
450,8,-11.5,38,1.0,1998,0.0,0.0,3,0,2018,1,0
197,10,-6.4,43,1.0,1872,0.0,0.0,3,0,2018,1,3
1280,15,24.3,52,3.0,1447,0.0,0.0,0,0,2018,5,2
90,3,8.5,96,0.4,238,0.1,0.0,0,0,2018,3,6
231,14,-4.0,18,2.4,2000,0.0,0.0,3,0,2017,12,2
815,7,3.6,83,0.9,350,0.0,0.0,2,0,2018,11,1
233,0,0.2,63,0.7,925,0.0,0.0,3,0,2017,12,4
2072,20,22.9,48,1.2,2000,0.0,0.0,2,0,2018,9,1
745,1,30.1,54,0.8,2000,0.0,0.0,1,0,2018,8,3
1274,0,19.3,76,1.2,1968,0.0,0.0,1,0,2018,6,2
193,4,21.0,72,0.8,677,0.0,0.0,1,0,2018,6,3
1933,8,11.7,62,0.6,956,0.0,0.0,0,0,2018,4,3
1318,23,27.2,78,1.9,1601,0.0,0.0,1,0,2018,7,3
720,7,28.3,55,1.1,2000,0.0,0.0,1,0,2018,8,3
2337,21,21.4,54,1.5,2000,0.0,0.0,1,0,2018,6,4
223,19,1.3,25,1.3,2000,0.0,0.0,3,0,2018,1,6
1848,18,20.2,66,1.0,2000,0.0,0.0,0,0,2018,5,6
234,1,-0.5,83,0.7,244,0.0,0.0,3,0,2017,12,5
122,19,-7.1,33,2.0,1887,0.0,0.0,3,0,2018,1,5
292,20,1.7,73,0.5,332,0.0,0.0,3,0,2017,12,4
117,4,6.4,66,0.5,2000,0.0,0.0,0,0,2018,4,2
1223,16,23.2,30,4.5,1787,0.0,0.0,0,0,2018,5,5
62,3,5.5,96,1.6,72,0.0,0.0,0,0,2018,3,0
233,4,8.8,61,2.8,2000,0.0,0.0,2,0,2018,10,5
72,6,1.2,83,2.5,245,0.0,0.0,3,0,2018,2,5
740,22,6.6,33,2.1,722,0.0,0.0,2,0,2018,11,1
154,3,18.8,93,1.0,419,5.4,0.0,1,0,2018,6,4
2499,18,15.7,45,2.5,2000,0.0,0.0,2,0,2018,10,3
369,2,6.1,68,0.5,1519,0.0,0.0,2,0,2018,11,4
1291,16,30.0,67,2.0,1698,0.0,0.0,1,0,2018,7,4
2439,18,24.0,34,1.7,2000,0.0,0.0,0,0,2018,5,5
250,2,8.8,43,1.0,1490,0.0,0.0,0,0,2018,4,1
1507,19,8.4,53,1.0,2000,0.0,0.0,2,0,2018,10,2
349,17,2.3,33,0.2,1515,0.0,0.0,3,0,2018,1,6
864,20,13.9,72,2.4,385,0.0,0.0,0,0,2018,3,1
179,16,-8.2,39,2.8,1807,0.0,0.0,3,0,2018,1,3
325,0,2.9,46,2.2,2000,0.0,0.0,0,0,2018,4,6
224,5,22.6,97,0.0,1383,0.0,0.0,1,0,2018,7,1
1097,7,27.9,71,0.4,2000,0.0,0.0,1,0,2018,8,1
550,14,10.0,44,1.9,2000,0.0,0.0,0,0,2018,3,0
1296,16,28.1,74,2.8,1559,0.0,0.0,1,0,2018,7,3
596,1,20.7,47,0.9,1987,0.0,0.0,1,0,2018,6,0
493,3,15.5,73,1.0,2000,0.0,0.0,2,0,2018,9,5
43,1,0.5,95,2.1,79,0.0,0.6,3,1,2017,12,6
630,14,35.4,43,1.4,2000,0.0,0.0,1,0,2018,7,6
1188,11,19.1,56,2.4,1802,0.0,0.0,2,0,2018,10,6
716,6,18.1,88,1.1,272,0.0,0.0,1,0,2018,6,3
520,0,9.8,44,1.4,1268,0.0,0.0,0,0,2018,4,3
164,0,-6.5,41,1.7,2000,0.0,0.0,3,0,2017,12,3
23,1,4.7,86,0.7,717,0.0,0.0,0,0,2018,3,3
156,10,-1.8,23,0.6,2000,0.0,0.0,3,0,2018,2,6
463,15,2.1,36,3.2,2000,0.0,0.0,3,0,2017,12,4
1713,22,22.8,70,1.0,2000,0.0,0.0,2,0,2018,9,3
182,23,2.9,85,0.9,829,0.0,0.0,0,0,2018,4,6
799,19,8.9,44,2.3,2000,0.0,0.0,0,0,2018,3,2
397,8,14.1,98,1.3,834,0.0,0.0,0,0,2018,5,6
255,6,15.8,69,0.9,2000,0.0,0.0,2,0,2018,9,6
247,1,1.6,85,2.0,952,0.0,0.0,0,0,2018,3,3
155,4,15.4,63,1.6,2000,0.0,0.0,0,0,2018,5,1
1222,13,18.9,30,3.8,1854,0.0,0.0,0,0,2018,5,4
28,5,20.7,97,0.3,2000,0.5,0.0,1,0,2018,7,0
38,6,-5.5,52,0.7,1503,0.0,0.0,3,0,2018,1,6
285,22,0.0,63,1.3,968,0.0,0.0,3,0,2017,12,3
75,18,7.6,96,2.0,660,0.0,0.0,0,0,2018,4,3
537,18,-6.6,33,1.1,2000,0.0,0.0,3,0,2017,12,2
168,4,29.3,54,1.0,2000,0.0,0.0,1,0,2018,8,3
25,8,8.8,95,2.8,519,5.0,0.0,0,0,2018,4,0
29,5,17.8,98,1.0,457,0.5,0.0,0,0,2018,5,4
359,10,8.4,65,1.8,229,0.0,0.0,0,0,2018,3,6
204,11,-4.2,51,1.1,1772,0.0,1.9,3,0,2017,12,2
372,1,10.7,57,0.9,1828,0.0,0.0,2,0,2018,10,0
1675,22,21.5,51,2.0,2000,0.0,0.0,2,0,2018,9,5
471,16,3.2,38,2.9,1817,0.0,0.0,3,0,2017,12,3
207,8,6.7,94,2.7,1127,2.0,0.0,0,0,2018,4,3
611,15,7.7,51,2.9,670,0.0,0.0,0,0,2018,3,4
130,21,-14.1,36,1.8,1869,0.0,0.3,3,0,2018,1,4
305,17,-7.0,32,2.6,2000,0.0,0.0,3,0,2017,12,1
41,3,-2.5,62,0.4,1626,0.0,0.0,3,0,2018,1,1
362,1,14.4,60,1.7,580,0.0,0.0,0,0,2018,4,0
399,8,2.4,44,4.3,1375,0.0,0.0,0,0,2018,4,5
34,7,-12.4,54,2.5,1790,0.0,0.0,3,0,2018,2,6
152,22,-1.0,56,4.7,2000,0.0,0.0,3,0,2017,12,6
152,14,24.4,93,2.9,250,1.5,0.0,1,0,2018,8,4
197,20,-7.4,41,3.8,2000,0.0,0.0,3,0,2018,1,0
1916,8,5.0,77,1.5,1115,0.0,0.0,2,0,2018,11,2
957,16,20.7,38,2.2,741,0.0,0.0,0,0,2018,3,3
183,1,-10.2,52,1.6,1997,0.0,0.0,3,0,2017,12,2
1849,13,22.5,40,2.6,1854,0.0,0.0,2,1,2018,10,2
1047,12,16.5,17,3.3,1819,0.0,0.0,0,0,2018,4,2
2034,17,21.3,34,2.7,1967,0.0,0.0,0,0,2018,5,2
1179,11,24.2,41,1.5,1818,0.0,0.0,2,0,2018,9,5
302,20,-4.9,59,0.6,1992,0.0,0.0,3,0,2018,1,1
398,20,-3.6,38,3.0,2000,0.0,0.0,3,0,2017,12,0
2387,20,26.1,49,1.9,1960,0.0,0.0,1,0,2018,6,6
35,4,-4.5,42,1.4,1944,0.0,0.0,3,1,2018,2,4
294,4,17.4,65,0.8,1093,0.0,0.0,1,0,2018,6,6
1956,18,9.9,74,2.6,492,0.0,0.0,2,0,2018,11,4
612,15,7.5,21,2.7,1900,0.0,0.0,3,0,2018,2,6
690,12,9.3,37,2.3,940,0.0,0.0,0,0,2018,3,4
214,6,-1.0,77,0.4,1578,0.0,0.0,0,0,2018,3,1
943,13,32.4,33,2.7,1893,0.0,0.0,1,0,2018,8,6
1462,16,26.3,74,0.7,1580,0.0,0.0,1,0,2018,7,1
502,1,11.5,77,2.0,593,0.0,0.0,0,0,2018,3,5
643,6,27.8,71,0.1,2000,0.0,0.0,1,0,2018,8,1
192,9,-15.8,27,3.4,2000,0.0,0.9,3,0,2018,1,2
139,23,-10.2,53,3.3,1997,0.0,0.0,3,0,2018,1,2
2069,17,28.8,47,2.0,1998,0.0,0.0,2,0,2018,9,6
243,2,24.2,91,3.6,1735,0.0,0.0,1,0,2018,8,2
775,21,7.3,49,3.4,2000,0.0,0.0,2,0,2018,10,5
306,18,27.5,79,0.5,1237,0.5,0.0,1,0,2018,6,5
1638,21,31.1,47,1.3,2000,0.0,0.0,1,0,2018,7,6
837,16,7.2,23,1.5,1945,0.0,0.0,2,0,2018,11,4
1015,13,14.3,43,3.6,1995,0.0,0.0,2,0,2018,10,2
1657,19,32.0,68,3.0,1286,0.0,0.0,1,0,2018,7,4
450,2,6.6,59,0.4,2000,0.0,0.0,2,0,2018,10,6
1005,14,31.3,58,3.0,1479,0.0,0.0,1,0,2018,7,2
123,2,-3.4,82,4.2,184,0.0,0.0,3,0,2018,2,5
981,11,16.4,35,1.1,2000,0.0,0.0,2,0,2018,10,4
2001,20,16.7,61,1.9,2000,0.0,0.0,0,0,2018,5,2
474,14,6.7,47,2.4,2000,0.0,0.0,2,0,2018,11,2
747,1,28.3,78,0.5,1072,0.0,0.0,1,0,2018,7,4
786,9,19.2,65,1.4,2000,0.0,0.0,1,0,2018,6,6
727,13,35.3,41,2.1,1925,0.0,0.0,1,0,2018,8,2
2830,18,30.3,56,1.7,2000,0.0,0.0,1,0,2018,8,1
9,23,8.7,91,2.9,957,0.0,0.0,0,0,2018,3,6
862,7,25.0,85,3.0,2000,0.0,0.0,1,0,2018,8,2
313,7,18.4,68,0.6,2000,0.0,0.0,1,0,2018,6,6
20,4,-11.7,51,1.2,2000,0.0,0.0,3,0,2018,2,0
1426,23,28.2,70,1.3,1811,0.0,0.0,1,0,2018,7,4
316,9,12.4,29,1.5,1380,0.0,0.0,0,0,2018,4,3
320,3,21.5,85,0.1,1282,0.0,0.0,2,0,2018,9,3
788,14,28.5,58,2.6,1965,0.0,0.0,1,0,2018,8,1
77,1,-3.6,35,2.0,1943,0.0,0.0,3,1,2018,2,4
1360,22,19.1,61,2.7,1830,0.0,0.0,0,0,2018,5,5
396,12,5.5,25,3.1,1652,0.0,0.0,3,0,2018,2,6
899,10,17.0,37,1.4,2000,0.0,0.0,0,0,2018,5,6
1165,12,26.3,44,1.2,1966,0.0,0.0,2,0,2018,9,2
28,16,17.1,97,1.7,382,6.0,0.0,2,0,2018,10,4
212,13,-2.5,62,1.4,1087,0.0,0.0,3,0,2018,1,5
2164,20,23.1,58,2.9,1950,0.0,0.0,0,0,2018,5,3
299,22,-2.2,55,1.4,2000,0.0,0.0,3,0,2018,2,2
1202,22,23.5,79,2.9,1860,0.0,0.0,1,0,2018,8,4
429,8,16.3,40,0.8,1982,0.0,0.0,0,0,2018,4,6
1543,17,25.6,30,2.3,671,0.0,0.0,0,0,2018,4,4
2807,18,21.2,32,3.8,1927,0.0,0.0,0,0,2018,4,2
624,21,7.4,54,2.0,1142,0.0,0.0,0,0,2018,3,5
752,18,-3.1,33,1.2,2000,0.0,0.0,3,0,2017,12,4
882,14,16.1,37,2.4,315,0.0,0.0,0,0,2018,3,6
18,19,21.9,96,1.2,509,5.5,0.0,1,0,2018,7,6
46,4,-6.4,62,1.8,1978,0.0,0.0,3,0,2018,2,1
326,9,3.9,64,2.9,1483,0.0,0.0,3,0,2018,2,2
103,2,-5.5,53,2.1,1980,0.0,1.6,3,0,2018,2,3
1835,20,21.3,46,0.1,2000,0.0,0.0,2,0,2018,9,5
2497,20,25.0,60,2.4,1773,0.0,0.0,1,0,2018,6,5
123,2,1.8,81,2.9,325,0.0,0.0,0,0,2018,4,5
277,17,-4.6,26,2.6,2000,0.0,0.0,3,0,2017,12,5
1851,21,24.6,70,2.5,2000,0.0,0.0,2,0,2018,9,3
623,13,8.0,35,1.3,1895,0.0,0.0,2,0,2018,11,2
379,11,-0.5,41,4.1,1799,0.0,0.0,3,0,2017,12,0
1185,9,20.5,66,1.1,1711,0.0,0.0,2,0,2018,9,0
147,4,12.1,69,0.3,827,0.0,0.0,0,0,2018,4,6
1053,11,23.8,47,2.1,2000,0.0,0.0,1,0,2018,7,6
1253,12,28.3,30,3.0,1675,0.0,0.0,1,0,2018,6,5
499,2,28.8,68,1.8,2000,0.0,0.0,1,0,2018,7,2
353,15,-0.7,28,0.0,2000,0.0,0.0,3,0,2017,12,1
1340,23,26.6,76,1.6,936,0.0,0.0,1,0,2018,7,1
918,0,20.3,58,1.4,2000,0.0,0.0,1,0,2018,6,0
1012,11,18.9,42,3.8,2000,0.0,0.0,0,0,2018,5,2
976,16,11.6,31,1.4,1999,0.0,0.0,0,0,2018,3,4
256,17,-2.7,35,1.8,2000,0.0,2.0,3,0,2017,12,1
1117,23,31.2,50,1.8,2000,0.0,0.0,1,0,2018,8,2
216,3,15.5,63,0.3,2000,0.0,0.0,2,1,2018,9,0
2372,19,26.5,69,2.3,2000,0.0,0.0,1,0,2018,8,4
1382,21,16.1,44,1.2,913,0.0,0.0,0,0,2018,4,6
205,7,14.7,61,2.1,2000,0.0,0.0,2,1,2018,9,0
1996,8,17.1,57,1.7,792,0.0,0.0,0,0,2018,5,4
166,4,13.6,67,1.6,521,0.0,0.0,0,0,2018,4,5
103,21,-7.9,35,2.6,1878,0.0,0.0,3,0,2018,1,5
852,19,21.2,87,2.7,479,0.0,0.0,2,0,2018,9,6
513,9,8.6,66,1.7,881,0.0,0.0,0,0,2018,4,6
970,14,25.9,28,2.2,808,0.0,0.0,0,0,2018,4,4
2134,8,10.4,63,0.6,1367,0.0,0.0,2,0,2018,10,1
1861,15,27.8,41,1.6,1851,0.0,0.0,1,0,2018,6,5
609,6,17.2,83,1.3,2000,0.0,0.0,1,0,2018,6,4
827,8,17.1,57,1.0,1979,0.0,0.0,2,0,2018,9,5
883,7,22.0,97,0.9,269,0.0,0.0,1,0,2018,6,4
60,5,0.0,32,0.7,2000,0.0,0.0,3,0,2018,1,0
281,12,1.0,41,3.3,1794,0.0,0.0,3,0,2018,2,1
912,16,33.1,42,2.9,1712,0.0,0.0,1,0,2018,7,2
1466,18,32.2,55,2.4,1769,0.0,0.0,1,0,2018,7,6
119,0,7.2,74,1.2,772,0.2,0.0,2,0,2018,11,2
1918,18,16.6,33,3.4,1182,0.0,0.0,0,0,2018,4,2
262,16,-2.4,56,3.3,1541,0.0,0.0,3,0,2018,1,1
291,22,-5.2,53,1.3,1969,0.0,0.0,3,0,2018,1,2
525,0,11.4,22,1.5,2000,0.0,0.0,0,0,2018,4,4
1209,14,27.0,52,2.1,2000,0.0,0.0,1,0,2018,7,4
542,14,8.0,42,1.5,1690,0.0,0.0,0,0,2018,3,4
1853,16,29.3,44,1.4,1997,0.0,0.0,2,0,2018,9,6
1083,12,25.2,50,1.7,1710,0.0,0.0,2,0,2018,9,0
1284,12,25.4,63,0.9,2000,0.0,0.0,2,0,2018,9,5
605,15,36.6,44,1.5,1771,0.0,0.0,1,0,2018,8,3
2836,18,28.4,57,2.4,2000,0.0,0.0,1,0,2018,8,4
541,1,7.3,59,0.1,2000,0.0,0.0,2,0,2018,10,3
1362,21,15.7,51,1.9,806,0.0,0.0,0,0,2018,4,4
1442,12,23.2,50,2.2,1988,0.0,0.0,1,0,2018,6,6
1493,13,23.0,63,3.1,494,0.0,0.0,0,1,2018,5,1
1029,9,28.4,65,1.2,806,0.0,0.0,1,0,2018,7,4
1427,15,26.2,42,2.7,1977,0.0,0.0,1,0,2018,6,1
18,3,7.2,96,0.8,349,2.0,0.0,0,0,2018,4,4
129,2,1.2,64,0.9,1680,0.0,0.0,3,0,2018,2,2
177,13,-8.2,29,2.0,1920,0.0,0.0,3,0,2018,1,4
544,8,-0.4,69,0.5,904,0.0,0.7,3,1,2017,12,4
162,5,4.7,72,0.0,1310,0.0,0.0,2,0,2018,11,1
1107,22,23.4,88,0.9,1153,0.0,0.0,1,0,2018,6,5
55,4,-9.1,33,2.3,2000,0.0,0.0,3,0,2017,12,2
925,18,32.8,63,2.3,1546,0.1,0.0,1,1,2018,8,2
204,12,13.3,97,2.9,771,2.0,0.0,0,0,2018,3,3
1123,14,21.6,28,3.1,1414,0.0,0.0,0,0,2018,4,3
128,23,0.1,81,2.9,551,0.0,2.6,3,0,2017,12,0
191,7,2.1,56,0.7,1477,0.0,0.0,2,0,2018,11,6
1260,7,9.5,55,2.1,1912,0.0,0.0,0,0,2018,5,4
967,16,11.3,21,2.8,1925,0.0,0.0,2,0,2018,11,1
1184,15,32.7,31,1.7,1243,0.0,0.0,1,0,2018,6,0
79,0,-2.7,41,3.2,1695,0.0,0.0,3,1,2018,2,5
260,12,1.6,28,0.5,1193,0.0,0.0,3,0,2018,2,4
890,11,26.3,71,1.1,1340,0.0,0.0,1,0,2018,7,3
569,12,36.8,39,1.3,1944,0.0,0.0,1,0,2018,8,2
894,22,6.2,72,1.4,848,0.0,0.0,2,0,2018,11,4
2112,19,32.6,58,3.2,1962,0.0,0.0,1,0,2018,7,0
598,8,16.7,60,2.0,2000,0.0,0.0,2,0,2018,9,2
381,14,23.3,96,0.3,434,0.0,0.0,1,0,2018,7,0
334,3,29.3,57,1.6,2000,0.0,0.0,1,0,2018,7,1
1106,15,29.4,68,2.3,1525,0.0,0.0,1,0,2018,7,2
164,3,0.6,42,1.1,2000,0.0,0.0,2,0,2018,11,3
198,5,10.4,71,1.1,2000,0.0,0.0,0,0,2018,5,5
688,16,7.6,18,3.2,1930,0.0,0.0,3,0,2018,2,6
1674,20,22.4,64,0.8,2000,0.0,0.0,1,0,2018,8,6
2129,8,14.8,51,1.1,2000,0.0,0.0,2,0,2018,9,3
567,14,9.2,27,2.9,1880,0.0,0.0,0,0,2018,3,1
2201,17,27.7,33,1.1,2000,0.0,0.0,2,0,2018,9,6
403,19,-1.3,28,2.4,2000,0.0,0.0,3,0,2018,1,1
2558,18,23.0,54,2.9,679,0.0,0.0,0,0,2018,4,0
1615,23,22.1,73,1.6,1180,0.0,0.0,1,0,2018,6,5
384,18,2.5,41,1.0,1974,0.0,0.0,3,0,2017,12,5
222,0,3.5,46,1.1,1040,0.0,0.0,0,0,2018,3,0
1045,20,14.3,63,2.6,936,0.0,0.0,0,0,2018,3,4
68,5,-11.5,58,1.1,1923,0.0,0.0,3,0,2017,12,2
529,13,17.7,89,5.0,2000,0.5,0.0,2,0,2018,10,5
2274,18,34.6,50,3.1,1821,0.0,0.0,1,0,2018,8,1
54,3,-10.6,47,3.7,2000,0.0,0.0,3,0,2018,2,6
